,Year,State,Value,Data Item_ADDED & REPLACED,Data Item_INVENTORY,"Data Item_INVENTORY, MAX","Data Item_LOSS, COLONY COLLAPSE DISORDER","Data Item_LOSS, DEADOUT"
131,1989,OHIO,53000,0,1,0,0,0
132,1989,OKLAHOMA,9000,0,1,0,0,0
133,1989,OREGON,63000,0,1,0,0,0
134,1989,PENNSYLVANIA,41000,0,1,0,0,0
135,1989,RHODE ISLAND,1000,0,1,0,0,0
136,1989,SOUTH CAROLINA,15000,0,1,0,0,0
137,1989,SOUTH DAKOTA,235000,0,1,0,0,0
138,1989,TENNESSEE,25000,0,1,0,0,0
139,1989,TEXAS,140000,0,1,0,0,0
140,1989,UTAH,47000,0,1,0,0,0
141,1989,VERMONT,6000,0,1,0,0,0
142,1989,VIRGINIA,23000,0,1,0,0,0
143,1989,WASHINGTON,70000,0,1,0,0,0
144,1989,WEST VIRGINIA,32000,0,1,0,0,0
145,1989,WISCONSIN,108000,0,1,0,0,0
146,1989,WYOMING,41000,0,1,0,0,0
147,1990,ALABAMA,29000,0,1,0,0,0
148,1990,ARIZONA,67000,0,1,0,0,0
149,1990,ARKANSAS,42000,0,1,0,0,0
150,1990,CALIFORNIA,480000,0,1,0,0,0
151,1990,COLORADO,55000,0,1,0,0,0
152,1990,CONNECTICUT,2000,0,1,0,0,0
153,1990,DELAWARE,1000,0,1,0,0,0
154,1990,FLORIDA,220000,0,1,0,0,0
155,1990,GEORGIA,111000,0,1,0,0,0
156,1990,HAWAII,10000,0,1,0,0,0
157,1990,IDAHO,140000,0,1,0,0,0
158,1990,ILLINOIS,23000,0,1,0,0,0
159,1990,INDIANA,22000,0,1,0,0,0
160,1990,IOWA,70000,0,1,0,0,0
161,1990,KANSAS,36000,0,1,0,0,0
162,1990,KENTUCKY,8000,0,1,0,0,0
163,1990,LOUISIANA,38000,0,1,0,0,0
164,1990,MAINE,20000,0,1,0,0,0
165,1990,MARYLAND,7000,0,1,0,0,0
166,1990,MASSACHUSETTS,15000,0,1,0,0,0
167,1990,MICHIGAN,100000,0,1,0,0,0
168,1990,MINNESOTA,170000,0,1,0,0,0
169,1990,MISSISSIPPI,24000,0,1,0,0,0
170,1990,MISSOURI,30000,0,1,0,0,0
171,1990,MONTANA,98000,0,1,0,0,0
172,1990,NEBRASKA,118000,0,1,0,0,0
173,1990,NEVADA,17000,0,1,0,0,0
174,1990,NEW HAMPSHIRE,1000,0,1,0,0,0
175,1990,NEW JERSEY,15000,0,1,0,0,0
176,1990,NEW MEXICO,29000,0,1,0,0,0
177,1990,NEW YORK,81000,0,1,0,0,0
178,1990,NORTH CAROLINA,20000,0,1,0,0,0
179,1990,NORTH DAKOTA,220000,0,1,0,0,0
180,1990,OHIO,42000,0,1,0,0,0
181,1990,OKLAHOMA,9000,0,1,0,0,0
182,1990,OREGON,61000,0,1,0,0,0
183,1990,PENNSYLVANIA,41000,0,1,0,0,0
184,1990,RHODE ISLAND,1000,0,1,0,0,0
185,1990,SOUTH CAROLINA,12000,0,1,0,0,0
186,1990,SOUTH DAKOTA,245000,0,1,0,0,0
187,1990,TENNESSEE,19000,0,1,0,0,0
188,1990,TEXAS,140000,0,1,0,0,0
189,1990,UTAH,47000,0,1,0,0,0
190,1990,VERMONT,6000,0,1,0,0,0
191,1990,VIRGINIA,16000,0,1,0,0,0
192,1990,WASHINGTON,80000,0,1,0,0,0
193,1990,WEST VIRGINIA,30000,0,1,0,0,0
194,1990,WISCONSIN,112000,0,1,0,0,0
195,1990,WYOMING,40000,0,1,0,0,0
196,1991,ALABAMA,23000,0,1,0,0,0
197,1991,ARIZONA,75000,0,1,0,0,0
198,1991,ARKANSAS,47000,0,1,0,0,0
199,1991,CALIFORNIA,550000,0,1,0,0,0
200,1991,COLORADO,50000,0,1,0,0,0
201,1991,FLORIDA,225000,0,1,0,0,0
202,1991,GEORGIA,102000,0,1,0,0,0
203,1991,HAWAII,10000,0,1,0,0,0
204,1991,IDAHO,140000,0,1,0,0,0
205,1991,ILLINOIS,21000,0,1,0,0,0
206,1991,INDIANA,21000,0,1,0,0,0
207,1991,IOWA,70000,0,1,0,0,0
208,1991,KANSAS,35000,0,1,0,0,0
209,1991,KENTUCKY,7000,0,1,0,0,0
210,1991,LOUISIANA,40000,0,1,0,0,0
211,1991,MAINE,13000,0,1,0,0,0
212,1991,MARYLAND,7000,0,1,0,0,0
213,1991,MICHIGAN,105000,0,1,0,0,0
214,1991,MINNESOTA,180000,0,1,0,0,0
215,1991,MISSISSIPPI,28000,0,1,0,0,0
216,1991,MISSOURI,28000,0,1,0,0,0
217,1991,MONTANA,86000,0,1,0,0,0
218,1991,NEBRASKA,108000,0,1,0,0,0
219,1991,NEVADA,15000,0,1,0,0,0
220,1991,NEW JERSEY,11000,0,1,0,0,0
221,1991,NEW MEXICO,20000,0,1,0,0,0
222,1991,NEW YORK,77000,0,1,0,0,0
223,1991,NORTH CAROLINA,18000,0,1,0,0,0
224,1991,NORTH DAKOTA,215000,0,1,0,0,0
225,1991,OHIO,48000,0,1,0,0,0
226,1991,OKLAHOMA,9000,0,1,0,0,0
227,1991,OREGON,56000,0,1,0,0,0
228,1991,PENNSYLVANIA,40000,0,1,0,0,0
229,1991,SOUTH CAROLINA,11000,0,1,0,0,0
230,1991,SOUTH DAKOTA,225000,0,1,0,0,0
231,1991,TENNESSEE,14000,0,1,0,0,0
232,1991,TEXAS,140000,0,1,0,0,0
233,1991,UTAH,45000,0,1,0,0,0
234,1991,VERMONT,6000,0,1,0,0,0
235,1991,VIRGINIA,16000,0,1,0,0,0
236,1991,WASHINGTON,85000,0,1,0,0,0
237,1991,WEST VIRGINIA,26000,0,1,0,0,0
238,1991,WISCONSIN,110000,0,1,0,0,0
239,1991,WYOMING,41000,0,1,0,0,0
240,1992,ALABAMA,25000,0,1,0,0,0
241,1992,ARIZONA,70000,0,1,0,0,0
242,1992,ARKANSAS,45000,0,1,0,0,0
243,1992,CALIFORNIA,490000,0,1,0,0,0
244,1992,COLORADO,52000,0,1,0,0,0
245,1992,FLORIDA,220000,0,1,0,0,0
246,1992,GEORGIA,85000,0,1,0,0,0
247,1992,HAWAII,9000,0,1,0,0,0
248,1992,IDAHO,135000,0,1,0,0,0
249,1992,ILLINOIS,16000,0,1,0,0,0
250,1992,INDIANA,15000,0,1,0,0,0
251,1992,IOWA,65000,0,1,0,0,0
252,1992,KANSAS,28000,0,1,0,0,0
253,1992,KENTUCKY,4000,0,1,0,0,0
254,1992,LOUISIANA,45000,0,1,0,0,0
255,1992,MAINE,15000,0,1,0,0,0
256,1992,MARYLAND,6000,0,1,0,0,0
257,1992,MICHIGAN,95000,0,1,0,0,0
258,1992,MINNESOTA,190000,0,1,0,0,0
259,1992,MISSISSIPPI,25000,0,1,0,0,0
260,1992,MISSOURI,25000,0,1,0,0,0
261,1992,MONTANA,87000,0,1,0,0,0
262,1992,NEBRASKA,96000,0,1,0,0,0
263,1992,NEVADA,15000,0,1,0,0,0
264,1992,NEW JERSEY,8000,0,1,0,0,0
265,1992,NEW MEXICO,18000,0,1,0,0,0
266,1992,NEW YORK,70000,0,1,0,0,0
267,1992,NORTH CAROLINA,15000,0,1,0,0,0
268,1992,NORTH DAKOTA,240000,0,1,0,0,0
269,1992,OHIO,38000,0,1,0,0,0
270,1992,OKLAHOMA,9000,0,1,0,0,0
271,1992,OREGON,52000,0,1,0,0,0
272,1992,PENNSYLVANIA,30000,0,1,0,0,0
273,1992,SOUTH CAROLINA,11000,0,1,0,0,0
274,1992,SOUTH DAKOTA,240000,0,1,0,0,0
275,1992,TENNESSEE,7000,0,1,0,0,0
276,1992,TEXAS,125000,0,1,0,0,0
277,1992,UTAH,47000,0,1,0,0,0
278,1992,VERMONT,6000,0,1,0,0,0
279,1992,VIRGINIA,13000,0,1,0,0,0
280,1992,WASHINGTON,80000,0,1,0,0,0
281,1992,WEST VIRGINIA,23000,0,1,0,0,0
282,1992,WISCONSIN,105000,0,1,0,0,0
283,1992,WYOMING,41000,0,1,0,0,0
284,1993,ALABAMA,19000,0,1,0,0,0
285,1993,ARIZONA,55000,0,1,0,0,0
286,1993,ARKANSAS,50000,0,1,0,0,0
287,1993,CALIFORNIA,500000,0,1,0,0,0
288,1993,COLORADO,53000,0,1,0,0,0
289,1993,FLORIDA,200000,0,1,0,0,0
290,1993,GEORGIA,80000,0,1,0,0,0
291,1993,HAWAII,9000,0,1,0,0,0
292,1993,IDAHO,133000,0,1,0,0,0
293,1993,ILLINOIS,15000,0,1,0,0,0
294,1993,INDIANA,12000,0,1,0,0,0
295,1993,IOWA,56000,0,1,0,0,0
296,1993,KANSAS,23000,0,1,0,0,0
297,1993,KENTUCKY,4000,0,1,0,0,0
298,1993,LOUISIANA,47000,0,1,0,0,0
299,1993,MAINE,13000,0,1,0,0,0
300,1993,MARYLAND,7000,0,1,0,0,0
301,1993,MICHIGAN,90000,0,1,0,0,0
302,1993,MINNESOTA,180000,0,1,0,0,0
303,1993,MISSISSIPPI,17000,0,1,0,0,0
304,1993,MISSOURI,24000,0,1,0,0,0
305,1993,MONTANA,95000,0,1,0,0,0
306,1993,NEBRASKA,83000,0,1,0,0,0
307,1993,NEVADA,14000,0,1,0,0,0
308,1993,NEW JERSEY,11000,0,1,0,0,0
309,1993,NEW MEXICO,18000,0,1,0,0,0
310,1993,NEW YORK,65000,0,1,0,0,0
311,1993,NORTH CAROLINA,15000,0,1,0,0,0
312,1993,NORTH DAKOTA,220000,0,1,0,0,0
313,1993,OHIO,30000,0,1,0,0,0
314,1993,OKLAHOMA,6000,0,1,0,0,0
315,1993,OREGON,53000,0,1,0,0,0
316,1993,PENNSYLVANIA,28000,0,1,0,0,0
317,1993,SOUTH CAROLINA,11000,0,1,0,0,0
318,1993,SOUTH DAKOTA,245000,0,1,0,0,0
319,1993,TENNESSEE,8000,0,1,0,0,0
320,1993,TEXAS,105000,0,1,0,0,0
321,1993,UTAH,42000,0,1,0,0,0
322,1993,VERMONT,6000,0,1,0,0,0
323,1993,VIRGINIA,10000,0,1,0,0,0
324,1993,WASHINGTON,60000,0,1,0,0,0
325,1993,WEST VIRGINIA,20000,0,1,0,0,0
326,1993,WISCONSIN,100000,0,1,0,0,0
327,1993,WYOMING,34000,0,1,0,0,0
328,1994,ALABAMA,18000,0,1,0,0,0
329,1994,ARIZONA,53000,0,1,0,0,0
330,1994,ARKANSAS,55000,0,1,0,0,0
331,1994,CALIFORNIA,400000,0,1,0,0,0
332,1994,COLORADO,45000,0,1,0,0,0
333,1994,FLORIDA,230000,0,1,0,0,0
334,1994,GEORGIA,80000,0,1,0,0,0
335,1994,HAWAII,9000,0,1,0,0,0
336,1994,IDAHO,127000,0,1,0,0,0
337,1994,ILLINOIS,13000,0,1,0,0,0
338,1994,INDIANA,13000,0,1,0,0,0
339,1994,IOWA,52000,0,1,0,0,0
340,1994,KANSAS,19000,0,1,0,0,0
341,1994,KENTUCKY,3000,0,1,0,0,0
342,1994,LOUISIANA,40000,0,1,0,0,0
343,1994,MAINE,8000,0,1,0,0,0
344,1994,MARYLAND,7000,0,1,0,0,0
345,1994,MICHIGAN,90000,0,1,0,0,0
346,1994,MINNESOTA,170000,0,1,0,0,0
347,1994,MISSISSIPPI,19000,0,1,0,0,0
348,1994,MISSOURI,25000,0,1,0,0,0
349,1994,MONTANA,119000,0,1,0,0,0
350,1994,NEBRASKA,72000,0,1,0,0,0
351,1994,NEVADA,14000,0,1,0,0,0
352,1994,NEW JERSEY,11000,0,1,0,0,0
353,1994,NEW MEXICO,19000,0,1,0,0,0
354,1994,NEW YORK,68000,0,1,0,0,0
355,1994,NORTH CAROLINA,15000,0,1,0,0,0
356,1994,NORTH DAKOTA,235000,0,1,0,0,0
357,1994,OHIO,27000,0,1,0,0,0
358,1994,OKLAHOMA,5000,0,1,0,0,0
359,1994,OREGON,50000,0,1,0,0,0
360,1994,PENNSYLVANIA,27000,0,1,0,0,0
361,1994,SOUTH CAROLINA,10000,0,1,0,0,0
362,1994,SOUTH DAKOTA,260000,0,1,0,0,0
363,1994,TENNESSEE,6000,0,1,0,0,0
364,1994,TEXAS,103000,0,1,0,0,0
365,1994,UTAH,43000,0,1,0,0,0
366,1994,VERMONT,5000,0,1,0,0,0
367,1994,VIRGINIA,11000,0,1,0,0,0
368,1994,WASHINGTON,60000,0,1,0,0,0
369,1994,WEST VIRGINIA,20000,0,1,0,0,0
370,1994,WISCONSIN,75000,0,1,0,0,0
371,1994,WYOMING,46000,0,1,0,0,0
372,1995,ALABAMA,16000,0,1,0,0,0
373,1995,ARIZONA,52000,0,1,0,0,0
374,1995,ARKANSAS,55000,0,1,0,0,0
375,1995,CALIFORNIA,420000,0,1,0,0,0
376,1995,COLORADO,45000,0,1,0,0,0
377,1995,FLORIDA,230000,0,1,0,0,0
378,1995,GEORGIA,70000,0,1,0,0,0
379,1995,HAWAII,8000,0,1,0,0,0
380,1995,IDAHO,125000,0,1,0,0,0
381,1995,ILLINOIS,11000,0,1,0,0,0
382,1995,INDIANA,12000,0,1,0,0,0
383,1995,IOWA,45000,0,1,0,0,0
384,1995,KANSAS,17000,0,1,0,0,0
385,1995,KENTUCKY,3000,0,1,0,0,0
386,1995,LOUISIANA,38000,0,1,0,0,0
387,1995,MAINE,11000,0,1,0,0,0
388,1995,MARYLAND,7000,0,1,0,0,0
389,1995,MICHIGAN,97000,0,1,0,0,0
390,1995,MINNESOTA,165000,0,1,0,0,0
391,1995,MISSISSIPPI,16000,0,1,0,0,0
392,1995,MISSOURI,23000,0,1,0,0,0
393,1995,MONTANA,106000,0,1,0,0,0
394,1995,NEBRASKA,60000,0,1,0,0,0
395,1995,NEVADA,10000,0,1,0,0,0
396,1995,NEW JERSEY,10000,0,1,0,0,0
397,1995,NEW MEXICO,19000,0,1,0,0,0
398,1995,NEW YORK,70000,0,1,0,0,0
399,1995,NORTH CAROLINA,12000,0,1,0,0,0
400,1995,NORTH DAKOTA,220000,0,1,0,0,0
401,1995,OHIO,25000,0,1,0,0,0
402,1995,OKLAHOMA,4000,0,1,0,0,0
403,1995,OREGON,52000,0,1,0,0,0
404,1995,PENNSYLVANIA,25000,0,1,0,0,0
405,1995,SOUTH CAROLINA,9000,0,1,0,0,0
406,1995,SOUTH DAKOTA,240000,0,1,0,0,0
407,1995,TENNESSEE,5000,0,1,0,0,0
408,1995,TEXAS,84000,0,1,0,0,0
409,1995,UTAH,32000,0,1,0,0,0
410,1995,VERMONT,5000,0,1,0,0,0
411,1995,VIRGINIA,9000,0,1,0,0,0
412,1995,WASHINGTON,60000,0,1,0,0,0
413,1995,WEST VIRGINIA,13000,0,1,0,0,0
414,1995,WISCONSIN,73000,0,1,0,0,0
415,1995,WYOMING,38000,0,1,0,0,0
416,1996,ALABAMA,15000,0,1,0,0,0
417,1996,ARIZONA,32000,0,1,0,0,0
418,1996,ARKANSAS,50000,0,1,0,0,0
419,1996,CALIFORNIA,390000,0,1,0,0,0
420,1996,COLORADO,30000,0,1,0,0,0
421,1996,FLORIDA,240000,0,1,0,0,0
422,1996,GEORGIA,75000,0,1,0,0,0
423,1996,HAWAII,8000,0,1,0,0,0
424,1996,IDAHO,110000,0,1,0,0,0
425,1996,ILLINOIS,11000,0,1,0,0,0
426,1996,INDIANA,9000,0,1,0,0,0
427,1996,IOWA,52000,0,1,0,0,0
428,1996,KANSAS,16000,0,1,0,0,0
429,1996,KENTUCKY,3000,0,1,0,0,0
430,1996,LOUISIANA,44000,0,1,0,0,0
431,1996,MAINE,9000,0,1,0,0,0
432,1996,MARYLAND,7000,0,1,0,0,0
433,1996,MICHIGAN,90000,0,1,0,0,0
434,1996,MINNESOTA,150000,0,1,0,0,0
435,1996,MISSISSIPPI,17000,0,1,0,0,0
436,1996,MISSOURI,22000,0,1,0,0,0
437,1996,MONTANA,117000,0,1,0,0,0
438,1996,NEBRASKA,65000,0,1,0,0,0
439,1996,NEVADA,14000,0,1,0,0,0
440,1996,NEW JERSEY,7000,0,1,0,0,0
441,1996,NEW MEXICO,15000,0,1,0,0,0
442,1996,NEW YORK,68000,0,1,0,0,0
443,1996,NORTH CAROLINA,12000,0,1,0,0,0
444,1996,NORTH DAKOTA,230000,0,1,0,0,0
445,1996,OHIO,24000,0,1,0,0,0
446,1996,OKLAHOMA,4000,0,1,0,0,0
447,1996,OREGON,55000,0,1,0,0,0
448,1996,PENNSYLVANIA,23000,0,1,0,0,0
449,1996,SOUTH CAROLINA,9000,0,1,0,0,0
450,1996,SOUTH DAKOTA,240000,0,1,0,0,0
451,1996,TENNESSEE,5000,0,1,0,0,0
452,1996,TEXAS,82000,0,1,0,0,0
453,1996,UTAH,34000,0,1,0,0,0
454,1996,VERMONT,4000,0,1,0,0,0
455,1996,VIRGINIA,7000,0,1,0,0,0
456,1996,WASHINGTON,60000,0,1,0,0,0
457,1996,WEST VIRGINIA,10000,0,1,0,0,0
458,1996,WISCONSIN,69000,0,1,0,0,0
459,1996,WYOMING,40000,0,1,0,0,0
460,1997,ALABAMA,14000,0,1,0,0,0
461,1997,ARIZONA,42000,0,1,0,0,0
462,1997,ARKANSAS,50000,0,1,0,0,0
463,1997,CALIFORNIA,420000,0,1,0,0,0
464,1997,COLORADO,35000,0,1,0,0,0
465,1997,FLORIDA,240000,0,1,0,0,0
466,1997,GEORGIA,75000,0,1,0,0,0
467,1997,HAWAII,9000,0,1,0,0,0
468,1997,IDAHO,120000,0,1,0,0,0
469,1997,ILLINOIS,7000,0,1,0,0,0
470,1997,INDIANA,8000,0,1,0,0,0
471,1997,IOWA,45000,0,1,0,0,0
472,1997,KANSAS,17000,0,1,0,0,0
473,1997,KENTUCKY,3000,0,1,0,0,0
474,1997,LOUISIANA,44000,0,1,0,0,0
475,1997,MAINE,8000,0,1,0,0,0
476,1997,MARYLAND,6000,0,1,0,0,0
477,1997,MICHIGAN,85000,0,1,0,0,0
478,1997,MINNESOTA,145000,0,1,0,0,0
479,1997,MISSISSIPPI,19000,0,1,0,0,0
480,1997,MISSOURI,24000,0,1,0,0,0
481,1997,MONTANA,107000,0,1,0,0,0
482,1997,NEBRASKA,61000,0,1,0,0,0
483,1997,NEVADA,14000,0,1,0,0,0
484,1997,NEW JERSEY,10000,0,1,0,0,0
485,1997,NEW MEXICO,15000,0,1,0,0,0
486,1997,NEW YORK,72000,0,1,0,0,0
487,1997,NORTH CAROLINA,8000,0,1,0,0,0
488,1997,NORTH DAKOTA,245000,0,1,0,0,0
489,1997,OHIO,22000,0,1,0,0,0
490,1997,OKLAHOMA,4000,0,1,0,0,0
491,1997,OREGON,50000,0,1,0,0,0
492,1997,PENNSYLVANIA,22000,0,1,0,0,0
493,1997,SOUTH DAKOTA,240000,0,1,0,0,0
494,1997,TENNESSEE,7000,0,1,0,0,0
495,1997,TEXAS,94000,0,1,0,0,0
496,1997,UTAH,32000,0,1,0,0,0
497,1997,VERMONT,5000,0,1,0,0,0
498,1997,VIRGINIA,8000,0,1,0,0,0
499,1997,WASHINGTON,60000,0,1,0,0,0
500,1997,WEST VIRGINIA,8000,0,1,0,0,0
501,1997,WISCONSIN,79000,0,1,0,0,0
502,1997,WYOMING,38000,0,1,0,0,0
503,1998,ALABAMA,16000,0,1,0,0,0
504,1998,ARIZONA,55000,0,1,0,0,0
505,1998,ARKANSAS,53000,0,1,0,0,0
506,1998,CALIFORNIA,450000,0,1,0,0,0
507,1998,COLORADO,27000,0,1,0,0,0
508,1998,FLORIDA,230000,0,1,0,0,0
509,1998,GEORGIA,75000,0,1,0,0,0
510,1998,HAWAII,8000,0,1,0,0,0
511,1998,IDAHO,120000,0,1,0,0,0
512,1998,ILLINOIS,9000,0,1,0,0,0
513,1998,INDIANA,9000,0,1,0,0,0
514,1998,IOWA,50000,0,1,0,0,0
515,1998,KANSAS,16000,0,1,0,0,0
516,1998,KENTUCKY,3000,0,1,0,0,0
517,1998,LOUISIANA,41000,0,1,0,0,0
518,1998,MAINE,10000,0,1,0,0,0
519,1998,MARYLAND,7000,0,1,0,0,0
520,1998,MICHIGAN,80000,0,1,0,0,0
521,1998,MINNESOTA,140000,0,1,0,0,0
522,1998,MISSISSIPPI,18000,0,1,0,0,0
523,1998,MISSOURI,23000,0,1,0,0,0
524,1998,MONTANA,115000,0,1,0,0,0
525,1998,NEBRASKA,64000,0,1,0,0,0
526,1998,NEVADA,10000,0,1,0,0,0
527,1998,NEW JERSEY,11000,0,1,0,0,0
528,1998,NEW MEXICO,14000,0,1,0,0,0
529,1998,NEW YORK,65000,0,1,0,0,0
530,1998,NORTH CAROLINA,8000,0,1,0,0,0
531,1998,NORTH DAKOTA,230000,0,1,0,0,0
532,1998,OHIO,18000,0,1,0,0,0
533,1998,OKLAHOMA,4000,0,1,0,0,0
534,1998,OREGON,50000,0,1,0,0,0
535,1998,PENNSYLVANIA,26000,0,1,0,0,0
